Date,Open,High,Low,Close,Adj Close,Volume
2018-07-02,657.0,670.0,657.0,667.3499755859375,577.15478515625,4830144
2018-07-03,665.9500122070312,678.9500122070312,665.875,676.875,585.3927001953125,8127452
2018-07-04,676.0250244140625,676.3250122070312,669.4249877929688,672.5999755859375,581.6953125,5025722
2018-07-05,673.5499877929688,673.625,634.0499877929688,642.0,555.2310791015625,17019902
2018-07-06,645.125,650.9249877929688,634.5,642.125,555.339111328125,11215356
2018-07-09,648.5,651.5,639.5250244140625,649.4249877929688,561.6525268554688,6644998
2018-07-10,654.25,657.7249755859375,647.1500244140625,650.7000122070312,562.7552490234375,5974488
2018-07-11,658.7750244140625,671.0499877929688,645.6749877929688,660.2249755859375,570.9929809570312,11899832
2018-07-12,663.0499877929688,663.5499877929688,642.2249755859375,647.1749877929688,559.70654296875,13272240
2018-07-13,657.5,665.7999877929688,649.1749877929688,658.7000122070312,569.6740112304688,19496158
2018-07-16,658.7000122070312,692.2000122070312,643.8499755859375,666.4249877929688,576.35498046875,35344680
2018-07-17,664.8499755859375,674.75,656.3499755859375,663.9500122070312,574.2144775390625,11161690
2018-07-18,669.9000244140625,671.7000122070312,657.0,661.2750244140625,571.9010009765625,6919016
2018-07-19,661.5,665.9500122070312,654.5499877929688,658.3499755859375,569.3712158203125,5118864
2018-07-20,663.0,683.5750122070312,660.6500244140625,674.0499877929688,582.9493408203125,11705738
2018-07-23,676.0750122070312,684.0,668.125,677.9749755859375,586.3438720703125,7675702
2018-07-24,687.2000122070312,691.2000122070312,678.0,688.5750122070312,595.5113525390625,6172246
2018-07-25,689.5,696.9000244140625,682.7249755859375,691.875,598.3651733398438,6936922
2018-07-26,689.2750244140625,695.2000122070312,684.5999755859375,686.625,593.8247680664062,7362218
2018-07-27,686.5999755859375,694.5,684.1500244140625,686.7249755859375,593.9112548828125,6493232
2018-07-30,685.0,686.5,674.0,675.5,584.2034301757812,6409970
2018-07-31,674.2750244140625,685.0,667.7750244140625,682.5499877929688,590.3004760742188,7943996
2018-08-01,681.9000244140625,684.2249755859375,675.5,677.0250244140625,585.5223388671875,4675706
2018-08-02,679.7999877929688,683.375,675.0750122070312,676.8250122070312,585.3493041992188,5940742
2018-08-03,683.0999755859375,683.0999755859375,678.0,682.0499877929688,589.8681030273438,3970390
2018-08-06,683.0250244140625,687.5,673.75,680.3250122070312,588.3761596679688,6178930
2018-08-07,687.0,689.9749755859375,680.3250122070312,683.9749755859375,591.532958984375,7351528
2018-08-08,685.9000244140625,686.25,676.6500244140625,681.375,589.2843017578125,3992358
2018-08-09,686.8250122070312,694.7249755859375,686.8250122070312,689.9749755859375,596.7220458984375,6409524
2018-08-10,692.9000244140625,694.5,686.5250244140625,692.7249755859375,599.100341796875,4779520
2018-08-13,695.0,704.9249877929688,689.3499755859375,704.375,609.17578125,9979746
2018-08-14,706.9749755859375,712.2750244140625,702.0,704.1500244140625,608.9812622070312,6151320
2018-08-16,707.4749755859375,717.4500122070312,705.625,714.7750244140625,618.170166015625,6626774
2018-08-17,715.4500122070312,718.8250122070312,711.5,715.1749877929688,618.5161743164062,6390408
2018-08-20,694.0,703.9749755859375,686.75,692.125,598.5813598632812,16101876
2018-08-21,695.0,698.0,686.875,691.9749755859375,598.45166015625,8361482
2018-08-23,696.5,700.75,692.6749877929688,698.7000122070312,604.2678833007812,7717182
2018-08-24,698.25,700.9500122070312,688.0499877929688,689.1500244140625,596.0084838867188,7053000
2018-08-27,691.5,709.9749755859375,690.7000122070312,707.7000122070312,612.0513916015625,7012950
2018-08-28,708.5999755859375,719.2000122070312,705.75,712.3499755859375,616.072998046875,6496890
2018-08-29,716.7999877929688,716.7999877929688,702.5750122070312,705.0499877929688,609.7594604492188,5646496
2018-08-30,706.4000244140625,710.7750244140625,698.0750122070312,708.0999755859375,612.3973999023438,11507962
2018-08-31,712.5499877929688,727.1500244140625,710.5499877929688,720.5499877929688,623.164794921875,10875864
2018-09-03,724.5,733.9500122070312,715.0,717.125,620.20263671875,10976328
2018-09-04,722.0,748.5,716.0,737.1500244140625,637.521240234375,15370124
2018-09-05,741.9500122070312,744.0499877929688,725.4000244140625,729.9000244140625,631.2510375976562,8658978
2018-09-06,732.5499877929688,735.5,724.0999755859375,727.1500244140625,628.8726806640625,5598659
2018-09-07,734.3499755859375,735.1500244140625,723.7999877929688,732.7999877929688,633.7590942382812,6510605
2018-09-10,737.75,747.0,729.4000244140625,730.8499755859375,632.0725708007812,5629871
2018-09-11,735.9000244140625,744.75,732.0,734.2999877929688,635.0562133789062,6963561
2018-09-12,744.4000244140625,746.5,736.25,742.9000244140625,642.4940795898438,4636617
2018-09-14,741.9000244140625,745.0,729.0499877929688,733.7000122070312,634.5374755859375,7896514
2018-09-17,735.0,740.0,724.5999755859375,725.9500122070312,627.8348999023438,5427054
2018-09-18,730.0,730.0,717.0,719.0999755859375,621.91064453125,7729732
2018-09-19,727.0,727.0,713.2000122070312,719.75,622.4728393554688,4849498
2018-09-21,713.8499755859375,717.4000244140625,692.0,705.2999877929688,609.975830078125,14350769
2018-09-24,706.5,729.9500122070312,706.5,718.25,621.1754760742188,8637881
2018-09-25,718.25,736.0,717.0,726.2000122070312,628.0510864257812,9602273
2018-09-26,731.2000122070312,731.8499755859375,712.0,717.8499755859375,620.8294677734375,6599606
2018-09-27,722.0,730.7999877929688,717.4500122070312,724.7999877929688,626.8402709960938,14592616
2018-09-28,721.0,734.5499877929688,715.2000122070312,730.0499877929688,631.380615234375,7490031
2018-10-01,737.5,754.9000244140625,733.0,746.6500244140625,645.7371826171875,8252398
2018-10-03,743.7999877929688,751.9500122070312,726.2999877929688,728.5,630.0402221679688,7792464
2018-10-04,728.5,729.75,702.5,707.2000122070312,611.6189575195312,6173037
2018-10-05,713.0,731.5,709.2999877929688,724.5999755859375,626.667236328125,8543578
2018-10-08,725.0499877929688,728.7000122070312,709.25,714.4500122070312,617.8890380859375,7259306
2018-10-09,717.0999755859375,722.4000244140625,702.6500244140625,717.75,620.7431030273438,6777212
2018-10-10,719.9000244140625,719.9000244140625,695.4000244140625,700.4500122070312,605.78125,8866251
2018-10-11,685.0,692.9000244140625,663.2999877929688,673.3499755859375,582.343994140625,10985897
2018-10-12,676.4000244140625,684.0499877929688,661.5,678.7999877929688,587.0574340820312,8909221
2018-10-15,688.5999755859375,705.0,681.5,698.7999877929688,604.3543090820312,6222176
2018-10-16,710.0,713.9000244140625,689.4000244140625,695.25,601.2839965820312,11588963
2018-10-17,710.0,721.7999877929688,701.3499755859375,705.3499755859375,610.0189208984375,20360697
2018-10-19,687.0,687.7000122070312,678.0,683.5499877929688,591.1654052734375,10421001
2018-10-22,688.7000122070312,695.0499877929688,673.7999877929688,679.9500122070312,588.052001953125,6672840
2018-10-23,675.9500122070312,682.0,653.2999877929688,657.5999755859375,568.7225952148438,9041701
2018-10-24,663.0,666.5,647.1500244140625,649.7999877929688,561.9767456054688,7058164
2018-10-25,643.0,656.3499755859375,636.25,648.75,567.1785888671875,8270469
2018-10-26,645.2999877929688,648.7000122070312,629.9000244140625,633.5999755859375,553.9336547851562,5464141
2018-10-29,633.7000122070312,650.5499877929688,631.5,644.75,563.681640625,7137446
2018-10-30,641.0999755859375,663.7999877929688,637.4500122070312,659.5999755859375,576.6644287109375,8793411
2018-10-31,663.9000244140625,692.9500122070312,663.0499877929688,686.4000244140625,600.0947875976562,11947995
2018-11-01,689.7000122070312,689.7000122070312,659.5999755859375,666.7000122070312,582.8717041015625,5860244
2018-11-02,665.9500122070312,675.7999877929688,660.0999755859375,662.25,578.9812622070312,6654067
2018-11-05,663.5,668.5999755859375,657.0,666.0,582.259765625,5799426
2018-11-06,667.9000244140625,675.0,660.6500244140625,666.4500122070312,582.6531982421875,6975525
2018-11-07,673.0,677.5,672.0,675.5,590.5653076171875,758956
2018-11-09,679.0,679.0,655.5,659.5,576.5770874023438,9694143
2018-11-12,666.0,676.4000244140625,662.2999877929688,664.2000122070312,580.68603515625,7118080
2018-11-13,663.5,667.75,656.2999877929688,665.7000122070312,581.9974975585938,4137808
2018-11-14,665.7000122070312,665.7000122070312,640.5,653.2000122070312,571.0692138671875,7323026
2018-11-15,654.0,666.0,646.7000122070312,656.4000244140625,573.8668823242188,5513390
2018-11-16,659.9000244140625,662.5,644.2000122070312,650.8499755859375,569.0147705078125,8583785
2018-11-19,659.0,662.0,649.25,651.7000122070312,569.7578125,6018930
2018-11-20,651.7000122070312,656.0,640.0999755859375,641.4000244140625,560.7528686523438,5384830
2018-11-21,640.0,640.0499877929688,612.0999755859375,619.0999755859375,541.2567749023438,14359086
2018-11-22,622.25,628.1500244140625,616.75,620.75,542.6994018554688,6632975
2018-11-26,621.0,628.0,599.8499755859375,621.4500122070312,543.3113403320312,15075209
2018-11-27,625.5,641.0,625.2999877929688,638.9000244140625,558.5672607421875,12285851
2018-11-28,640.9500122070312,668.7000122070312,640.0,666.4000244140625,582.6094970703125,17719890
2018-11-29,671.0,674.9000244140625,658.7999877929688,661.0499877929688,577.9320678710938,13399070
2018-11-30,661.0,672.0,660.9500122070312,667.4500122070312,583.5274658203125,10445773
2018-12-03,673.1500244140625,679.0,665.9500122070312,670.3499755859375,586.062744140625,8260890
2018-12-04,672.5499877929688,688.25,671.2999877929688,685.25,599.08935546875,7827923
2018-12-05,683.0,683.6500244140625,672.5,681.4000244140625,595.7234497070312,5177288
2018-12-06,676.0999755859375,685.4500122070312,664.5499877929688,668.5,584.4454345703125,8039771
2018-12-07,672.0,685.75,665.5999755859375,682.7999877929688,596.9473876953125,5553948
2018-12-10,669.9000244140625,683.7999877929688,665.2000122070312,669.2000122070312,585.0573120117188,5121196
