Date,Open,High,Low,Close,Adj Close,Volume
2018-07-02,463.5,466.2250061035156,460.42498779296875,463.04998779296875,404.59393310546875,1776396
2018-07-03,465.0,469.95001220703125,458.57501220703125,468.75,409.57440185546875,2054476
2018-07-04,468.4750061035156,469.25,462.0,462.82501220703125,404.39739990234375,1547894
2018-07-05,464.04998779296875,467.75,460.5,465.5249938964844,406.7565612792969,3416140
2018-07-06,467.5,474.7749938964844,461.5,471.95001220703125,412.3704528808594,5055508
2018-07-09,474.5,482.5,472.95001220703125,480.7749938964844,420.08135986328125,3711984
2018-07-10,497.5,497.5,487.5249938964844,489.7749938964844,427.9451599121094,11042854
2018-07-11,491.8500061035156,500.54998779296875,489.57501220703125,496.7250061035156,434.0177917480469,10209714
2018-07-12,502.9750061035156,509.8999938964844,501.0,503.0249938964844,439.5224914550781,10093442
2018-07-13,498.5,498.8999938964844,488.0,491.67498779296875,429.6053466796875,11524056
2018-07-16,492.5,495.45001220703125,485.1000061035156,486.04998779296875,424.6904602050781,3404444
2018-07-17,488.6000061035156,492.0,484.5,490.1499938964844,428.27288818359375,3241946
2018-07-18,492.95001220703125,498.3999938964844,492.0249938964844,494.95001220703125,432.4668273925781,3784400
2018-07-19,495.0,497.25,488.25,491.04998779296875,429.0592346191406,1501536
2018-07-20,491.79998779296875,502.25,490.2749938964844,499.6000061035156,436.52984619140625,4379550
2018-07-23,501.5,505.4750061035156,495.54998779296875,502.42498779296875,438.9981994628906,3296730
2018-07-24,500.75,504.5,494.57501220703125,495.79998779296875,433.2095642089844,2925630
2018-07-25,496.5,496.75,480.0,482.1499938964844,421.28277587890625,5643672
2018-07-26,482.1499938964844,483.9750061035156,472.5249938964844,476.29998779296875,416.1712646484375,7970088
2018-07-27,479.5,484.8500061035156,475.25,481.7250061035156,420.91143798828125,4929768
2018-07-30,486.5,490.57501220703125,471.54998779296875,473.57501220703125,413.79034423828125,6447110
2018-07-31,475.17498779296875,483.25,473.67498779296875,482.54998779296875,421.63226318359375,4771570
2018-08-01,484.0,490.0,482.5,489.32501220703125,427.552001953125,3568096
2018-08-02,488.0,492.0,479.2749938964844,480.25,420.48193359375,3200706
2018-08-03,483.0249938964844,484.95001220703125,478.7250061035156,481.82501220703125,421.8609313964844,2289018
2018-08-06,484.0,484.2749938964844,476.5,478.25,418.7308349609375,2165794
2018-08-07,480.45001220703125,485.4750061035156,479.54998779296875,484.3999938964844,424.11541748046875,2235882
2018-08-08,484.5,484.8999938964844,478.625,482.2749938964844,422.2548522949219,1517966
2018-08-09,483.9750061035156,483.9750061035156,477.54998779296875,478.32501220703125,418.7964782714844,2005458
2018-08-10,480.6499938964844,483.8999938964844,478.1499938964844,483.0,422.8897705078125,2417448
2018-08-13,482.9750061035156,492.125,482.75,491.5,430.33184814453125,2885640
2018-08-14,494.07501220703125,501.0,489.5,499.8500061035156,437.6427001953125,4962034
2018-08-16,498.8999938964844,507.3999938964844,496.1499938964844,498.625,436.5701904296875,5908118
2018-08-17,500.0,503.8999938964844,497.5249938964844,501.5249938964844,439.1092529296875,2960410
2018-08-20,502.5,503.25,493.5,494.125,432.6301574707031,2829604
2018-08-21,500.8999938964844,507.0,499.17498779296875,502.29998779296875,439.7878112792969,9839198
2018-08-23,505.0,514.0499877929688,505.0,512.8250122070312,449.0029296875,5537558
2018-08-24,515.2249755859375,519.5250244140625,510.07501220703125,511.67498779296875,447.9960632324219,4540390
2018-08-27,513.0,520.1500244140625,512.5,519.5,454.84716796875,2488450
2018-08-28,520.0,523.375,518.4500122070312,520.375,455.6132507324219,2626156
2018-08-29,519.1500244140625,520.5750122070312,513.5,516.4249877929688,452.1549072265625,4063384
2018-08-30,514.5,516.4500122070312,506.7749938964844,508.2749938964844,445.0191650390625,4883942
2018-08-31,510.5,527.5,509.75,523.2249755859375,458.1086120605469,6558672
2018-09-03,526.5,530.5,522.2999877929688,524.5750122070312,459.2906494140625,4454306
2018-09-04,525.5750122070312,539.5,525.5,538.1749877929688,471.197998046875,5584742
2018-09-05,537.9000244140625,543.5,534.0,539.4749755859375,472.33624267578125,5701112
2018-09-06,537.5,544.9000244140625,532.7000122070312,544.4000244140625,476.6484069824219,5991810
2018-09-07,543.4749755859375,543.4749755859375,532.6749877929688,536.9749755859375,470.14727783203125,4379878
2018-09-10,538.5,548.4500122070312,538.5,544.3499755859375,476.6045227050781,8205078
2018-09-11,545.0,549.5,541.0,542.5499877929688,475.02850341796875,8472420
2018-09-12,546.0,549.5,541.0499877929688,543.4000244140625,475.7728271484375,4139134
2018-09-14,542.0,544.2249755859375,532.5999755859375,535.3499755859375,468.724609375,7290574
2018-09-17,535.0250244140625,542.2000122070312,535.0250244140625,539.2000122070312,472.09552001953125,3018112
2018-09-18,540.0,545.5,539.2000122070312,541.9500122070312,474.5033874511719,2745526
2018-09-19,541.5,549.2249755859375,540.5499877929688,543.6500244140625,475.9917297363281,4439812
